Name,Season,Date,Competition,Round,Venue,Result,Squad,Opponent
Michy Batshuayi,2017-2018,2017-10-31,Champions Lg,Group stage,Away,L 0–3,Chelsea,Roma
Michy Batshuayi,2017-2018,2017-12-05,Champions Lg,Group stage,Home,D 1–1,Chelsea,Atlético Madrid
Michy Batshuayi,2017-2018,2017-12-12,Premier League,Matchweek 17,Away,W 3–1,Chelsea,Huddersfield
Michy Batshuayi,2017-2018,2017-12-20,EFL Cup,Quarter-finals,Home,W 2–1,Chelsea,Bournemouth
Michy Batshuayi,2017-2018,2017-12-23,Premier League,Matchweek 19,Away,D 0–0,Chelsea,Everton
Michy Batshuayi,2017-2018,2017-12-26,Premier League,Matchweek 20,Home,W 2–0,Chelsea,Brighton
Michy Batshuayi,2017-2018,2017-12-30,Premier League,Matchweek 21,Home,W 5–0,Chelsea,Stoke City
Michy Batshuayi,2017-2018,2018-01-06,FA Cup,Third round,Away,D 0–0,Chelsea,Norwich City
Michy Batshuayi,2017-2018,2018-01-10,EFL Cup,Semi-finals,Home,D 0–0,Chelsea,Arsenal
Michy Batshuayi,2017-2018,2018-01-17,FA Cup,Third round,Home,D 1 ,Chelsea,Norwich City
Michy Batshuayi,2017-2018,2018-01-20,Premier League,Matchweek 24,Away,W 4–0,Chelsea,Brighton
Nabil Bentaleb,2017-2018,2018-03-09,Bundesliga,Matchweek 26,Away,W 1–0,Schalke 04,Mainz 05
Nabil Bentaleb,2017-2018,2018-03-17,Bundesliga,Matchweek 27,Away,W 1–0,Schalke 04,Wolfsburg
Nabil Bentaleb,2017-2018,2018-03-22,Friendlies (M),Friendlies (M),Home,W 4–1,Algeria,Tanzania
Nabil Bentaleb,2017-2018,2018-03-31,Bundesliga,Matchweek 28,Home,W 2–0,Schalke 04,Freiburg
Nabil Bentaleb,2017-2018,2018-04-07,Bundesliga,Matchweek 29,Away,L 2–3,Schalke 04,Hamburger SV
Nabil Bentaleb,2017-2018,2018-04-15,Bundesliga,Matchweek 30,Home,W 2–0,Schalke 04,Dortmund
Nabil Bentaleb,2017-2018,2018-04-18,DFB-Pokal,Semi-finals,Home,L 0–1,Schalke 04,Eint Frankfurt
Nabil Bentaleb,2017-2018,2018-04-22,Bundesliga,Matchweek 31,Away,D 2–2,Schalke 04,Köln
Nabil Bentaleb,2017-2018,2018-04-28,Bundesliga,Matchweek 32,Home,D 1–1,Schalke 04,M'gladbach
Nabil Bentaleb,2017-2018,2018-06-01,Friendlies (M),Friendlies (M),Home,L 2–3,Algeria,Cape Verde
Nabil Bentaleb,2017-2018,2018-06-07,Friendlies (M),Friendlies (M),Away,L 0–3,Algeria,Portugal
Jóhann Berg Guðmundsson,2018-2019,2018-10-15,UEFA Nations League,Group stage,Home,L 1–2,Iceland,Switzerland
Jóhann Berg Guðmundsson,2018-2019,2018-10-20,Premier League,Matchweek 9,Away,L 0–5,Burnley,Manchester City
Jóhann Berg Guðmundsson,2018-2019,2018-10-28,Premier League,Matchweek 10,Home,L 0–4,Burnley,Chelsea
Jóhann Berg Guðmundsson,2018-2019,2018-11-03,Premier League,Matchweek 11,Away,L 2–4,Burnley,West Ham
Jóhann Berg Guðmundsson,2018-2019,2018-11-10,Premier League,Matchweek 12,Away,D 0–0,Burnley,Leicester City
Jóhann Berg Guðmundsson,2018-2019,2018-12-01,Premier League,Matchweek 14,Away,L 0–2,Burnley,Crystal Palace
Jóhann Berg Guðmundsson,2018-2019,2018-12-05,Premier League,Matchweek 15,Home,L 1–3,Burnley,Liverpool
Jóhann Berg Guðmundsson,2018-2019,2018-12-08,Premier League,Matchweek 16,Home,W 1–0,Burnley,Brighton
Jóhann Berg Guðmundsson,2018-2019,2018-12-26,Premier League,Matchweek 19,Home,L 1–5,Burnley,Everton
Jóhann Berg Guðmundsson,2018-2019,2018-12-30,Premier League,Matchweek 20,Home,W 2–0,Burnley,West Ham
Jóhann Berg Guðmundsson,2018-2019,2019-01-02,Premier League,Matchweek 21,Away,W 2–1,Burnley,Huddersfield
Jóhann Berg Guðmundsson,2018-2019,2019-01-05,FA Cup,Third round,Home,W 1–0,Burnley,Barnsley
Jóhann Berg Guðmundsson,2017-2018,2017-08-19,Premier League,Matchweek 2,Home,L 0–1,Burnley,West Brom
Jóhann Berg Guðmundsson,2017-2018,2017-08-23,EFL Cup,Second round,Away,W 2–0,Burnley,Blackburn
Jóhann Berg Guðmundsson,2017-2018,2017-08-27,Premier League,Matchweek 3,Away,D 1–1,Burnley,Tottenham
Jóhann Berg Guðmundsson,2017-2018,2017-09-02,WCQ — UEFA (M),First round,Away,L 0–1,Iceland,Finland
Jóhann Berg Guðmundsson,2017-2018,2017-09-05,WCQ — UEFA (M),First round,Home,W 2–0,Iceland,Ukraine
Jóhann Berg Guðmundsson,2017-2018,2017-09-10,Premier League,Matchweek 4,Home,W 1–0,Burnley,Crystal Palace
Jóhann Berg Guðmundsson,2017-2018,2017-09-16,Premier League,Matchweek 5,Away,D 1–1,Burnley,Liverpool
Jóhann Berg Guðmundsson,2017-2018,2017-09-19,EFL Cup,Third round,Home,D 2 ,Burnley,Leeds United
Jóhann Berg Guðmundsson,2017-2018,2017-09-23,Premier League,Matchweek 6,Home,D 0–0,Burnley,Huddersfield
Jóhann Berg Guðmundsson,2017-2018,2017-10-06,WCQ — UEFA (M),First round,Away,W 3–0,Iceland,Turkey
Jóhann Berg Guðmundsson,2017-2018,2017-10-09,WCQ — UEFA (M),First round,Home,W 2–0,Iceland,Kosovo
Ryan Bennett,2017-2018,2018-03-13,Championship,Matchweek 35,Home,W 3–0,Wolves,Reading
Ryan Bennett,2017-2018,2018-03-17,Championship,Matchweek 38,Home,W 3–1,Wolves,Burton Albion
Ryan Bennett,2017-2018,2018-03-30,Championship,Matchweek 39,Away,W 2–1,Wolves,Middlesbrough
Ryan Bennett,2017-2018,2018-04-03,Championship,Matchweek 40,Home,D 2–2,Wolves,Hull City
Ryan Bennett,2017-2018,2018-04-06,Championship,Matchweek 41,Away,W 1–0,Wolves,Cardiff City
Ryan Bennett,2017-2018,2018-04-11,Championship,Matchweek 42,Home,W 2–0,Wolves,Derby County
Ryan Bennett,2017-2018,2018-04-15,Championship,Matchweek 43,Home,W 2–0,Wolves,Birmingham City
Héctor Bellerín,2017-2018,2018-01-14,Premier League,Matchweek 23,Away,L 1–2,Arsenal,Bournemouth
Héctor Bellerín,2017-2018,2018-01-20,Premier League,Matchweek 24,Home,W 4–1,Arsenal,Crystal Palace
Héctor Bellerín,2017-2018,2018-01-24,EFL Cup,Semi-finals,Home,W 2–1,Arsenal,Chelsea
Héctor Bellerín,2017-2018,2018-01-30,Premier League,Matchweek 25,Away,L 1–3,Arsenal,Swansea City
Héctor Bellerín,2017-2018,2018-02-03,Premier League,Matchweek 26,Home,W 5–1,Arsenal,Everton
Héctor Bellerín,2017-2018,2018-02-10,Premier League,Matchweek 27,Away,L 0–1,Arsenal,Tottenham
Héctor Bellerín,2017-2018,2018-02-15,Europa Lg,Round of 32,Neutral,W 3–0,Arsenal,Östersund
Héctor Bellerín,2017-2018,2018-02-22,Europa Lg,Round of 32,Neutral,L 1–2,Arsenal,Östersund
Héctor Bellerín,2017-2018,2018-02-25,EFL Cup,Final,Home,L 0–3,Arsenal,Manchester City
Héctor Bellerín,2017-2018,2018-03-01,Premier League,Matchweek 28,Home,L 0–3,Arsenal,Manchester City
Héctor Bellerín,2017-2018,2018-03-04,Premier League,Matchweek 29,Away,L 1–2,Arsenal,Brighton
Héctor Bellerín,2017-2018,2018-03-15,Europa Lg,Round of 16,Home,W 3–1,Arsenal,Milan
Christian Benteke,2019-2020,2019-08-18,Premier League,Matchweek 2,Away,L 0–1,Crystal Palace,Sheffield Utd
Christian Benteke,2019-2020,2019-08-24,Premier League,Matchweek 3,Away,W 2–1,Crystal Palace,Manchester Utd
Christian Benteke,2019-2020,2019-08-27,EFL Cup,Second round,Home,L 0 ,Crystal Palace,Colchester Utd
Christian Benteke,2019-2020,2019-08-31,Premier League,Matchweek 4,Home,W 1–0,Crystal Palace,Aston Villa
Christian Benteke,2019-2020,2019-09-14,Premier League,Matchweek 5,Away,L 0–4,Crystal Palace,Tottenham
Christian Benteke,2019-2020,2019-09-22,Premier League,Matchweek 6,Home,D 1–1,Crystal Palace,Wolves
Christian Benteke,2019-2020,2019-10-05,Premier League,Matchweek 8,Away,W 2–1,Crystal Palace,West Ham
Christian Benteke,2019-2020,2019-10-10,Euro Qualifying,Group stage,Home,W 9–0,Belgium,San Marino
Christian Benteke,2019-2020,2019-10-13,Euro Qualifying,Group stage,Away,W 2–0,Belgium,Kazakhstan
Christian Benteke,2019-2020,2019-10-19,Premier League,Matchweek 9,Home,L 0–2,Crystal Palace,Manchester City
Christian Benteke,2019-2020,2019-10-27,Premier League,Matchweek 10,Away,D 2–2,Crystal Palace,Arsenal
Christian Benteke,2019-2020,2019-11-03,Premier League,Matchweek 11,Home,L 0–2,Crystal Palace,Leicester City
Christian Benteke,2018-2019,2018-08-20,Premier League,Matchweek 2,Home,L 0–2,Crystal Palace,Liverpool
Christian Benteke,2018-2019,2018-08-26,Premier League,Matchweek 3,Away,L 1–2,Crystal Palace,Watford
Christian Benteke,2018-2019,2018-09-01,Premier League,Matchweek 4,Home,L 0–2,Crystal Palace,Southampton
Christian Benteke,2018-2019,2019-01-12,Premier League,Matchweek 22,Home,L 1–2,Crystal Palace,Watford
Christian Benteke,2018-2019,2019-01-27,FA Cup,Fourth round,Home,W 2–0,Crystal Palace,Tottenham
Christian Benteke,2018-2019,2019-02-02,Premier League,Matchweek 25,Home,W 2–0,Crystal Palace,Fulham
Christian Benteke,2018-2019,2019-02-09,Premier League,Matchweek 26,Home,D 1–1,Crystal Palace,West Ham
Christian Benteke,2018-2019,2019-02-17,FA Cup,Fifth round,Away,W 2–0,Crystal Palace,Doncaster
Christian Benteke,2018-2019,2019-02-27,Premier League,Matchweek 28,Home,L 1–3,Crystal Palace,Manchester Utd
Christian Benteke,2018-2019,2019-03-02,Premier League,Matchweek 29,Away,W 3–1,Crystal Palace,Burnley
Christian Benteke,2018-2019,2019-03-09,Premier League,Matchweek 30,Home,L 1–2,Crystal Palace,Brighton
Christian Benteke,2018-2019,2019-03-16,FA Cup,Quarter-finals,Away,L 1–2,Crystal Palace,Watford
Christian Benteke,2017-2018,2017-08-19,Premier League,Matchweek 2,Away,L 0–1,Crystal Palace,Liverpool
Christian Benteke,2017-2018,2017-08-26,Premier League,Matchweek 3,Home,L 0–2,Crystal Palace,Swansea City
Christian Benteke,2017-2018,2017-09-10,Premier League,Matchweek 4,Away,L 0–1,Crystal Palace,Burnley
Christian Benteke,2017-2018,2017-09-16,Premier League,Matchweek 5,Home,L 0–1,Crystal Palace,Southampton
Christian Benteke,2017-2018,2017-09-23,Premier League,Matchweek 6,Away,L 0–5,Crystal Palace,Manchester City
Christian Benteke,2017-2018,2017-11-18,Premier League,Matchweek 12,Home,D 2–2,Crystal Palace,Everton
Christian Benteke,2017-2018,2017-11-25,Premier League,Matchweek 13,Home,W 2–1,Crystal Palace,Stoke City
Christian Benteke,2017-2018,2017-11-28,Premier League,Matchweek 14,Away,D 0–0,Crystal Palace,Brighton
Christian Benteke,2017-2018,2017-12-02,Premier League,Matchweek 15,Away,D 0–0,Crystal Palace,West Brom
Christian Benteke,2017-2018,2017-12-09,Premier League,Matchweek 16,Home,D 2–2,Crystal Palace,Bournemouth
Christian Benteke,2017-2018,2017-12-12,Premier League,Matchweek 17,Home,W 2–1,Crystal Palace,Watford
Christian Benteke,2017-2018,2017-12-16,Premier League,Matchweek 18,Away,W 3–0,Crystal Palace,Leicester City
Sander Berge,2019-2020,2019-08-03,First Division A,Regular Season,Away,L 1–3,Genk,Mechelen
Sander Berge,2019-2020,2019-08-10,First Division A,Regular Season,Home,L 0–2,Genk,Zulte Waregem
Sander Berge,2019-2020,2019-08-17,First Division A,Regular Season,Away,W 4–0,Genk,Waasland-Bev
Sander Berge,2019-2020,2019-08-23,First Division A,Regular Season,Home,W 1–0,Genk,Anderlecht
Sander Berge,2019-2020,2019-09-01,First Division A,Regular Season,Away,D 1–1,Genk,Club Brugge
Sander Berge,2019-2020,2019-09-05,Euro Qualifying,Group stage,Home,W 2–0,Norway,Malta
Sander Berge,2019-2020,2019-09-08,Euro Qualifying,Group stage,Away,D 1–1,Norway,Sweden
Sander Berge,2019-2020,2019-09-13,First Division A,Regular Season,Away,L 1–2,Genk,Charleroi
Sander Berge,2019-2020,2019-09-17,Champions Lg,Group stage,Away,L 2–6,Genk,RB Salzburg
Sander Berge,2019-2020,2019-09-21,First Division A,Regular Season,Home,W 3–1,Genk,Oostende
Sander Berge,2019-2020,2019-09-28,First Division A,Regular Season,Away,D 3–3,Genk,Sint-Truiden
Sander Berge,2019-2020,2019-10-02,Champions Lg,Group stage,Home,D 0–0,Genk,Napoli
Michy Batshuayi,2017-2018,2018-01-24,EFL Cup,Semi-finals,Away,L 1–2,Chelsea,Arsenal
Michy Batshuayi,2017-2018,2018-01-28,FA Cup,Fourth round,Home,W 3–0,Chelsea,Newcastle Utd
Michy Batshuayi,2017-2018,2018-02-02,Bundesliga,Matchweek 21,Away,W 3–2,Dortmund,Köln
Michy Batshuayi,2017-2018,2018-02-10,Bundesliga,Matchweek 22,Home,W 2–0,Dortmund,Hamburger SV
Michy Batshuayi,2017-2018,2018-02-16,Europa Lg,Round of 32,Neutral,W 3–2,Dortmund,Atalanta
Michy Batshuayi,2017-2018,2018-02-18,Bundesliga,Matchweek 23,Away,W 1–0,Dortmund,M'gladbach
Michy Batshuayi,2017-2018,2018-02-22,Europa Lg,Round of 32,Neutral,D 1–1,Dortmund,Atalanta
Michy Batshuayi,2017-2018,2018-02-26,Bundesliga,Matchweek 24,Home,D 1–1,Dortmund,Augsburg
Michy Batshuayi,2017-2018,2018-03-03,Bundesliga,Matchweek 25,Away,D 1–1,Dortmund,RB Leipzig
Michy Batshuayi,2017-2018,2018-03-08,Europa Lg,Round of 16,Home,L 1–2,Dortmund,RB Salzburg
Michy Batshuayi,2017-2018,2018-03-11,Bundesliga,Matchweek 26,Home,W 3–2,Dortmund,Eint Frankfurt
Michy Batshuayi,2017-2018,2018-03-15,Europa Lg,Round of 16,Away,D 0–0,Dortmund,RB Salzburg
Steven Bergwijn,2019-2020,2019-07-23,Champions Lg,Second qualifying round,Home,W 3–2,PSV Eindhoven,Basel
Jan Bednarek,2019-2020,2019-08-10,Premier League,Matchweek 1,Away,L 0–3,Southampton,Burnley
Jan Bednarek,2018-2019,2018-08-28,EFL Cup,Second round,Away,W 1–0,Southampton,Brighton
Jóhann Berg Guðmundsson,2018-2019,2019-01-29,Premier League,Matchweek 24,Away,D 2–2,Burnley,Manchester Utd
Jóhann Berg Guðmundsson,2018-2019,2019-02-02,Premier League,Matchweek 25,Home,D 1–1,Burnley,Southampton
Jóhann Berg Guðmundsson,2018-2019,2019-02-23,Premier League,Matchweek 27,Home,W 2–1,Burnley,Tottenham
Jóhann Berg Guðmundsson,2018-2019,2019-02-26,Premier League,Matchweek 28,Away,L 0–2,Burnley,Newcastle Utd
Jóhann Berg Guðmundsson,2018-2019,2019-03-02,Premier League,Matchweek 29,Home,L 1–3,Burnley,Crystal Palace
Jóhann Berg Guðmundsson,2018-2019,2019-03-10,Premier League,Matchweek 30,Away,L 2–4,Burnley,Liverpool
Jóhann Berg Guðmundsson,2018-2019,2019-03-16,Premier League,Matchweek 31,Home,L 1–2,Burnley,Leicester City
Jóhann Berg Guðmundsson,2018-2019,2019-03-30,Premier League,Matchweek 32,Home,W 2–0,Burnley,Wolves
Jóhann Berg Guðmundsson,2018-2019,2019-04-06,Premier League,Matchweek 33,Away,W 3–1,Burnley,Bournemouth
Jóhann Berg Guðmundsson,2018-2019,2019-04-28,Premier League,Matchweek 36,Home,L 0–1,Burnley,Manchester City
Jóhann Berg Guðmundsson,2018-2019,2019-05-03,Premier League,Matchweek 37,Away,L 0–2,Burnley,Everton
Jóhann Berg Guðmundsson,2018-2019,2019-05-12,Premier League,Matchweek 38,Home,L 1–3,Burnley,Arsenal
Jóhann Berg Guðmundsson,2018-2019,2019-06-08,Euro Qualifying,Group stage,Home,W 1–0,Iceland,Albania
Jóhann Berg Guðmundsson,2018-2019,2019-06-11,Euro Qualifying,Group stage,Home,W 2–1,Iceland,Turkey
Sander Berge,2018-2019,2018-07-26,Europa Lg,Second qualifying round,Home,W 5–0,Genk,CS Fola Esch
Jóhann Berg Guðmundsson,2017-2018,2017-10-14,Premier League,Matchweek 8,Home,D 1–1,Burnley,West Ham
Jóhann Berg Guðmundsson,2017-2018,2017-10-21,Premier League,Matchweek 9,Away,L 0–3,Burnley,Manchester City
Jóhann Berg Guðmundsson,2017-2018,2017-10-30,Premier League,Matchweek 10,Home,W 1–0,Burnley,Newcastle Utd
Jóhann Berg Guðmundsson,2017-2018,2017-11-04,Premier League,Matchweek 11,Away,W 1–0,Burnley,Southampton
Jóhann Berg Guðmundsson,2017-2018,2017-11-08,Friendlies (M),Friendlies (M),Home,L 1–2,Iceland,Czech Republic
Jóhann Berg Guðmundsson,2017-2018,2017-11-18,Premier League,Matchweek 12,Home,W 2–0,Burnley,Swansea City
Jóhann Berg Guðmundsson,2017-2018,2017-11-26,Premier League,Matchweek 13,Home,L 0–1,Burnley,Arsenal
Jóhann Berg Guðmundsson,2017-2018,2017-11-29,Premier League,Matchweek 14,Away,W 2–1,Burnley,Bournemouth
Jóhann Berg Guðmundsson,2017-2018,2017-12-02,Premier League,Matchweek 15,Away,L 0–1,Burnley,Leicester City
Jóhann Berg Guðmundsson,2017-2018,2017-12-09,Premier League,Matchweek 16,Home,W 1–0,Burnley,Watford
Jóhann Berg Guðmundsson,2017-2018,2017-12-12,Premier League,Matchweek 17,Home,W 1–0,Burnley,Stoke City
Jóhann Berg Guðmundsson,2017-2018,2017-12-16,Premier League,Matchweek 18,Away,D 0–0,Burnley,Brighton
Jóhann Berg Guðmundsson,2017-2018,2017-12-23,Premier League,Matchweek 19,Home,L 0–3,Burnley,Tottenham
Héctor Bellerín,2017-2018,2018-04-01,Premier League,Matchweek 32,Home,W 3–0,Arsenal,Stoke City
Héctor Bellerín,2017-2018,2018-04-05,Europa Lg,Quarter-finals,Home,W 4–1,Arsenal,CSKA Moscow
Héctor Bellerín,2017-2018,2018-04-08,Premier League,Matchweek 33,Home,W 3–2,Arsenal,Southampton
Héctor Bellerín,2017-2018,2018-04-12,Europa Lg,Quarter-finals,Away,D 2–2,Arsenal,CSKA Moscow
Héctor Bellerín,2017-2018,2018-04-22,Premier League,Matchweek 35,Home,W 4–1,Arsenal,West Ham
Héctor Bellerín,2017-2018,2018-04-26,Europa Lg,Semi-finals,Home,D 1–1,Arsenal,Atlético Madrid
Héctor Bellerín,2017-2018,2018-04-29,Premier League,Matchweek 36,Away,L 1–2,Arsenal,Manchester Utd
Héctor Bellerín,2017-2018,2018-05-03,Europa Lg,Semi-finals,Away,L 0–1,Arsenal,Atlético Madrid
Héctor Bellerín,2017-2018,2018-05-06,Premier League,Matchweek 37,Home,W 5–0,Arsenal,Burnley
Héctor Bellerín,2017-2018,2018-05-13,Premier League,Matchweek 38,Away,W 1–0,Arsenal,Huddersfield
Christian Benteke,2019-2020,2019-11-19,Euro Qualifying,Group stage,Home,W 6–1,Belgium,Cyprus
Christian Benteke,2019-2020,2019-11-23,Premier League,Matchweek 13,Home,L 1–2,Crystal Palace,Liverpool
Christian Benteke,2019-2020,2019-11-30,Premier League,Matchweek 14,Away,W 2–0,Crystal Palace,Burnley
Christian Benteke,2019-2020,2019-12-07,Premier League,Matchweek 16,Away,D 0–0,Crystal Palace,Watford
Christian Benteke,2019-2020,2019-12-16,Premier League,Matchweek 17,Home,D 1–1,Crystal Palace,Brighton
Christian Benteke,2019-2020,2019-12-21,Premier League,Matchweek 18,Away,L 0–1,Crystal Palace,Newcastle Utd
Christian Benteke,2019-2020,2020-02-01,Premier League,Matchweek 25,Home,L 0–1,Crystal Palace,Sheffield Utd
Christian Benteke,2019-2020,2020-02-08,Premier League,Matchweek 26,Away,L 1–3,Crystal Palace,Everton
Christian Benteke,2019-2020,2020-02-22,Premier League,Matchweek 27,Home,W 1–0,Crystal Palace,Newcastle Utd
Christian Benteke,2019-2020,2020-02-29,Premier League,Matchweek 28,Away,W 1–0,Crystal Palace,Brighton
Christian Benteke,2019-2020,2020-03-07,Premier League,Matchweek 29,Home,W 1–0,Crystal Palace,Watford
Christian Benteke,2019-2020,2020-06-20,Premier League,Matchweek 30,Away,W 2–0,Crystal Palace,Bournemouth
Christian Benteke,2018-2019,2019-03-30,Premier League,Matchweek 32,Home,W 2–0,Crystal Palace,Huddersfield
Christian Benteke,2018-2019,2019-04-03,Premier League,Matchweek 31,Away,L 0–2,Crystal Palace,Tottenham
Christian Benteke,2018-2019,2019-04-06,Premier League,Matchweek 33,Away,W 1–0,Crystal Palace,Newcastle Utd
Christian Benteke,2018-2019,2019-04-14,Premier League,Matchweek 34,Home,L 1–3,Crystal Palace,Manchester City
Christian Benteke,2018-2019,2019-04-21,Premier League,Matchweek 35,Away,W 3–2,Crystal Palace,Arsenal
Christian Benteke,2018-2019,2019-04-27,Premier League,Matchweek 36,Home,D 0–0,Crystal Palace,Everton
Christian Benteke,2017-2018,2017-12-28,Premier League,Matchweek 20,Home,L 2–3,Crystal Palace,Arsenal
Christian Benteke,2017-2018,2017-12-31,Premier League,Matchweek 21,Home,D 0–0,Crystal Palace,Manchester City
Christian Benteke,2017-2018,2018-01-02,Premier League,Matchweek 22,Away,W 2–1,Crystal Palace,Southampton
Christian Benteke,2017-2018,2018-01-13,Premier League,Matchweek 23,Home,W 1–0,Crystal Palace,Burnley
Christian Benteke,2017-2018,2018-01-20,Premier League,Matchweek 24,Away,L 1–4,Crystal Palace,Arsenal
Christian Benteke,2017-2018,2018-01-30,Premier League,Matchweek 25,Away,D 1–1,Crystal Palace,West Ham
Christian Benteke,2017-2018,2018-02-04,Premier League,Matchweek 26,Home,D 1–1,Crystal Palace,Newcastle Utd
Christian Benteke,2017-2018,2018-02-10,Premier League,Matchweek 27,Away,L 1–3,Crystal Palace,Everton
Christian Benteke,2017-2018,2018-02-25,Premier League,Matchweek 28,Home,L 0–1,Crystal Palace,Tottenham
Christian Benteke,2017-2018,2018-03-05,Premier League,Matchweek 29,Home,L 2–3,Crystal Palace,Manchester Utd
Christian Benteke,2017-2018,2018-03-10,Premier League,Matchweek 30,Away,L 1–2,Crystal Palace,Chelsea
Christian Benteke,2017-2018,2018-03-17,Premier League,Matchweek 31,Away,W 2–0,Crystal Palace,Huddersfield
Sander Berge,2019-2020,2019-10-06,First Division A,Regular Season,Home,W 2–1,Genk,Excel Mouscron
Sander Berge,2019-2020,2019-10-12,Euro Qualifying,Group stage,Home,D 1–1,Norway,Spain
Sander Berge,2019-2020,2019-10-15,Euro Qualifying,Group stage,Away,D 1–1,Norway,Romania
Sander Berge,2019-2020,2019-10-19,First Division A,Regular Season,Away,L 0–1,Genk,Standard Liège
Sander Berge,2019-2020,2019-10-23,Champions Lg,Group stage,Home,L 1–4,Genk,Liverpool
Sander Berge,2019-2020,2019-10-26,First Division A,Regular Season,Home,W 1–0,Genk,Cercle Brugge
Sander Berge,2019-2020,2019-10-30,First Division A,Regular Season,Home,D 2–2,Genk,Antwerp
Sander Berge,2019-2020,2019-11-02,First Division A,Regular Season,Away,L 0–2,Genk,Eupen
Sander Berge,2019-2020,2019-11-05,Champions Lg,Group stage,Away,L 1–2,Genk,Liverpool
Sander Berge,2019-2020,2019-11-10,First Division A,Regular Season,Home,L 0–2,Genk,Gent
Sander Berge,2019-2020,2019-11-15,Euro Qualifying,Group stage,Home,W 4–0,Norway,Faroe Islands
Sander Berge,2019-2020,2019-11-18,Euro Qualifying,Group stage,Away,W 2–1,Norway,Malta
Michy Batshuayi,2017-2018,2018-03-18,Bundesliga,Matchweek 27,Home,W 1–0,Dortmund,Hannover 96
Michy Batshuayi,2017-2018,2018-03-27,Friendlies (M),Friendlies (M),Home,W 4–0,Belgium,Saudi Arabia
Michy Batshuayi,2017-2018,2018-03-31,Bundesliga,Matchweek 28,Away,L 0–6,Dortmund,Bayern Munich
Michy Batshuayi,2017-2018,2018-04-08,Bundesliga,Matchweek 29,Home,W 3–0,Dortmund,Stuttgart
Michy Batshuayi,2017-2018,2018-04-15,Bundesliga,Matchweek 30,Away,L 0–2,Dortmund,Schalke 04
Michy Batshuayi,2017-2018,2018-06-06,Friendlies (M),Friendlies (M),Home,W 3–0,Belgium,Egypt
